regime,CYBER,DRUG,FRAUD_FIN,IMMIGRATION,SMUGGLING,TRAFFICKING,OTHER
0,0.0034006441297222073,0.0011465739792326846,0.06590302002816596,0.00038310982114208463,0.0007419225773027846,0.001603721561382731,0.9268210079030512
1,0.006779379406944825,0.001869633571830425,0.10875829097025247,0.000279211973737075,0.000488694602456625,0.001422449307769425,0.8804023401670089
2,0.0028878589751086,0.0011835078237824501,0.04798383062902385,0.0005684090306331,0.00103805863083545,0.00402764253528415,0.9423106923753322
