범죄별(1),범죄별(2),범죄별(3),2005,2005.1,2005.2,2005.3,2005.4,2005.5,2005.6,2006,2006.1,2006.2,2006.3,2006.4,2006.5,2006.6,2007,2007.1,2007.2,2007.3,2007.4,2007.5,2007.6,2008,2008.1,2008.2,2008.3,2008.4,2008.5,2008.6,2009,2009.1,2009.2,2009.3,2009.4,2009.5,2009.6,2010,2010.1,2010.2,2010.3,2010.4,2010.5,2010.6,2011,2011.1,2011.2,2011.3,2011.4,2011.5,2011.6,2012,2012.1,2012.2,2012.3,2012.4,2012.5,2012.6,2013,2013.1,2013.2,2013.3,2013.4,2013.5,2013.6
범죄별(1),범죄별(2),범죄별(3),발생건수 (건),발생비 (%),검거건수 (건),검거율 (%),검거인원 (명),남자검거인원 (명),여자검거인원 (명),발생건수 (건),발생비 (%),검거건수 (건),검거율 (%),검거인원 (명),남자검거인원 (명),여자검거인원 (명),발생건수 (건),발생비 (%),검거건수 (건),검거율 (%),검거인원 (명),남자검거인원 (명),여자검거인원 (명),발생건수 (건),발생비 (%),검거건수 (건),검거율 (%),검거인원 (명),남자검거인원 (명),여자검거인원 (명),발생건수 (건),발생비 (%),검거건수 (건),검거율 (%),검거인원 (명),남자검거인원 (명),여자검거인원 (명),발생건수 (건),발생비 (%),검거건수 (건),검거율 (%),검거인원 (명),남자검거인원 (명),여자검거인원 (명),발생건수 (건),발생비 (%),검거건수 (건),검거율 (%),검거인원 (명),남자검거인원 (명),여자검거인원 (명),발생건수 (건),발생비 (%),검거건수 (건),검거율 (%),검거인원 (명),남자검거인원 (명),여자검거인원 (명),발생건수 (건),발생비 (%),검거건수 (건),검거율 (%),검거인원 (명),남자검거인원 (명),여자검거인원 (명)
,낚시어선업법,소계,383,0.8,379,99,381,377,4,272,0.6,274,100.7,277,277,-,332,0.7,330,99.4,335,334,1,959,1.9,961,100.2,964,959,5,237,0,237,100,244,239,5,218,0,219,100.5,220,220,-,569,1,570,100.2,966,965,1,277,1,277,100,147,144,3,2,0,2,100,3,3,-
,내수면어업법,소계,227,0.5,225,99.1,269,264,5,189,0.4,188,99.5,223,220,3,197,0.4,195,99,242,235,7,239,0.5,238,99.6,325,316,9,252,1,241,95.6,327,318,9,117,0,115,98.3,126,124,2,181,0,178,98.3,186,185,1,135,0,130,96.3,209,204,5,100,0,102,102,142,139,3
,노동조합및노동관계조정법,소계,633,1.3,582,91.9,1077,1029,48,434,0.9,380,87.6,587,539,48,373,0.8,344,92.2,436,428,8,308,0.6,284,92.2,404,381,23,315,1,280,88.9,432,404,28,345,1,306,88.7,509,492,17,655,1,491,75,831,793,38,564,1,566,100.4,983,932,51,393,1,364,92.6,698,629,69
,농산물품질관리법,소계,1931,4,1935,100.2,2103,1691,412,1646,3.4,1660,100.9,1648,1304,344,1473,3,1449,98.4,1498,1160,338,1777,3.6,1790,100.7,1836,1410,426,2590,5,2580,99.6,2625,1810,815,2219,4,2224,100.2,2227,1526,701,88,0,87,98.9,92,62,30,19,0,16,84.2,17,15,2,26,0,28,107.7,33,30,3
,농수산물유통및가격안정에관한법률,소계,91,0.2,90,98.9,104,100,4,57,0.1,55,96.5,58,48,10,72,0.1,72,100,75,59,16,60,0.1,57,95,340,283,57,87,0,85,97.7,86,70,16,59,0,59,100,64,55,9,74,0,71,95.9,71,69,2,50,0,49,98,54,40,14,81,0,80,98.8,126,103,23
,농업협동조합법,소계,156,0.3,142,91,345,302,43,174,0.4,161,92.5,314,299,15,62,0.1,60,96.8,208,157,51,74,0.1,67,90.5,160,142,18,241,0,232,96.3,607,551,56,238,0,230,96.6,646,541,105,53,0,47,88.7,108,80,28,76,0,70,92.1,166,131,35,59,0,55,93.2,155,141,14
,농지법,소계,1365,2.8,1329,97.4,1607,1404,203,1589,3.2,1541,97,1754,1482,272,1239,2.5,1172,94.6,1632,1303,329,1074,2.2,1008,93.9,1313,1083,230,750,2,728,97.1,924,780,144,674,1,661,98.1,765,708,57,675,1,669,99.1,700,664,36,887,2,830,93.6,1192,1006,186,693,1,661,95.4,1110,905,205
,담배사업법,소계,458,0.9,446,97.4,471,356,115,947,1.9,963,101.7,1027,780,247,685,1.4,678,99,728,498,230,385,0.8,383,99.5,430,271,159,442,1,438,99.1,508,303,205,220,0,215,97.7,224,193,31,143,0,143,100,165,143,22,159,0,154,96.9,156,94,62,98,0,99,101,134,85,49
,대기환경보전법,소계,3418,7,3350,98,3502,3417,85,2387,4.9,2312,96.9,2354,2262,92,1921,3.9,1884,98.1,2028,1936,92,3375,6.8,3335,98.8,3774,3690,84,2144,4,2130,99.3,2186,2096,90,1325,3,1311,98.9,1325,1283,42,1718,3,1625,94.6,1714,1671,43,1843,4,1823,98.9,2300,2182,118,1971,4,1939,98.4,2532,2405,127
,대부업등의등록및금융이용자보호에관한법률,소계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2492,5,2428,97.4,3793,3495,298,2088,4,1958,93.8,2208,2084,124,3977,8,3471,87.3,3681,3614,67,6271,12,5763,91.9,8792,7268,1524,2434,5,2220,91.2,3584,2964,620
,대외무역법,소계,372,0.8,356,95.7,394,364,30,463,0.9,773,167,798,763,35,330,0.7,325,98.5,338,300,38,637,1.3,632,99.2,679,666,13,425,1,420,98.8,474,451,23,218,0,214,98.2,225,218,7,399,1,391,98,434,411,23,290,1,284,97.9,361,331,30,262,1,261,99.6,290,261,29
,도로교통법,소계,74121,151.9,64144,86.5,64940,63027,1913,59726,121.9,50252,84.1,46414,45667,747,58966,119.6,50817,86.2,51890,49508,2382,51492,103.9,42985,83.5,44188,41326,2862,40361,81,29665,73.5,30865,28651,2214,43989,86,31066,70.6,31488,30608,880,52547,104,33236,63.3,33406,32962,444,81411,160,46764,57.4,50392,42901,7491,93084,182,51880,55.7,55420,46517,8903
,도로교통법（무면허운전）,소계,76550,156.9,74340,97.1,76309,70246,6063,56375,115.1,55364,98.2,57116,52940,4176,89920,182.4,87904,97.8,90347,84127,6220,156526,316,154031,98.4,155356,147821,7535,98234,197,96439,98.2,97670,92304,5366,58751,115,58037,98.8,58415,57207,1208,47466,94,47094,99.2,47216,46946,270,30137,59,29845,99,32785,30483,2302,35891,70,35155,97.9,38188,35311,2877
,도로교통법（음주운전）,소계,330575,677.7,320011,96.8,321292,294194,27098,280809,573.2,276727,98.5,278079,252931,25148,351451,712.9,345446,98.3,347085,318499,28586,387455,782.1,381820,98.5,382955,357685,25270,290260,583,285578,98.4,286732,266735,19997,267316,523,265442,99.3,265890,259377,6513,219265,432,218800,99.8,218907,217141,1766,211673,415,210845,99.6,213504,192446,21058,235813,461,234962,99.6,237797,213900,23897
,도로교통법（음주측정거부）,소계,4117,8.4,4033,98,4085,3844,241,3361,6.9,3418,101.7,3454,3220,234,3822,7.8,3797,99.3,3856,3625,231,3884,7.8,3867,99.6,3905,3723,182,3054,6,3035,99.4,3060,2905,155,2938,6,2923,99.5,2937,2891,46,2732,5,2713,99.3,2714,2695,19,2379,5,2365,99.4,2381,2230,151,2550,5,2540,99.6,2589,2426,163
,도로법,소계,43825,89.8,42775,97.6,45566,44720,846,43697,89.2,43072,98.6,44342,43350,992,46965,95.3,47236,100.6,51176,49601,1575,50123,101.2,49277,98.3,53965,52231,1734,51984,104,51382,98.8,55823,54175,1648,42634,83,42567,99.8,44634,43992,642,3449,7,3584,103.9,3854,3762,92,1818,4,2053,112.9,6483,6313,170,1305,3,1325,101.5,3563,3425,138
,도시계획법,소계,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,1,100,2,1,1,-,-,-,-,-,-,-
,도시공원법,소계,226,0.5,216,95.6,239,207,32,19,0,18,94.7,15,11,4,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,독점규제및공정거래에관한법률,소계,14,-,13,92.9,40,37,3,9,0,5,55.6,10,9,1,8,0,5,62.5,10,10,-,5,0,5,100,5,4,1,4,0,4,100,11,11,-,6,0,5,83.3,6,6,-,26,0,29,111.5,27,27,-,20,0,19,95,15,15,-,12,0,6,50,12,10,2
,디자인보호법,소계,237,0.5,207,87.3,264,231,33,274,0.6,245,89.4,279,251,28,302,0.6,263,87.1,356,304,52,362,0.7,316,87.3,374,315,59,317,1,277,87.4,342,271,71,195,0,165,84.6,174,156,18,240,0,199,82.9,216,204,12,342,1,283,82.7,504,395,109,286,1,204,71.3,374,270,104
,마약류관리에관한법률（대마）,소계,772,1.6,761,98.6,897,840,57,647,1.3,636,98.3,760,684,76,712,1.4,682,95.8,816,733,83,608,1.2,601,98.8,694,635,59,1094,2,1061,97,1238,1072,166,945,2,927,98.1,1018,992,26,714,1,661,92.6,709,697,12,740,1,709,95.8,865,776,89,675,1,638,94.5,844,746,98
,마약류관리에관한법률（마약）,소계,581,1.2,555,95.5,583,369,214,677,1.4,682,100.7,690,386,304,781,1.6,762,97.6,785,390,395,1201,2.4,1195,99.5,1236,539,697,1946,4,1940,99.7,1976,893,1083,695,1,691,99.4,734,680,54,666,1,661,99.2,671,603,68,502,1,498,99.2,534,241,293,558,1,548,98.2,593,268,325
,마약류관리에관한법률（향정）,소계,3370,6.9,3244,96.3,3952,3549,403,3726,7.6,3597,96.5,4501,3996,505,5300,10.8,5117,96.5,6274,5606,668,3857,7.8,3696,95.8,4514,3972,542,3835,8,3721,97,5022,4103,919,3134,6,2973,94.9,3217,3019,198,4144,8,3689,89,3864,3741,123,4654,9,4374,94,5598,4892,706,4397,9,4149,94.4,5192,4527,665
,마약류불법거래방지에관한특례법,소계,11,-,10,90.9,17,17,-,9,0,7,77.8,10,10,-,7,0,7,100,8,8,-,4,0,4,100,4,3,1,12,0,11,91.7,66,66,-,5,0,5,100,6,6,-,7,0,4,57.1,4,4,-,4,0,4,100,7,6,1,6,0,4,66.7,12,12,-
,민사소송법,소계,37,0.1,46,124.3,49,40,9,34,0.1,31,91.2,32,27,5,10,0,11,110,11,7,4,13,0,14,107.7,20,16,4,14,0,12,85.7,12,8,4,8,0,9,112.5,9,8,1,4,0,4,100,4,4,-,8,0,7,87.5,7,6,1,2,0,1,50,2,2,-
,밀항단속법,소계,168,0.3,161,95.8,180,102,78,252,0.5,254,100.8,257,141,116,272,0.6,273,100.4,324,203,121,207,0.4,207,100,265,168,97,169,0,167,98.8,180,116,64,96,0,96,100,109,81,28,137,0,130,94.9,130,121,9,84,0,83,98.8,101,59,42,52,0,53,101.9,65,44,21
,방문판매등에관한법률,소계,274,0.6,256,93.4,592,460,132,209,0.4,213,101.9,473,379,94,199,0.4,190,95.5,576,434,142,239,0.5,227,95,698,407,291,851,2,828,97.3,2446,1423,1023,297,1,266,89.6,617,444,173,247,0,233,94.3,365,335,30,181,0,156,86.2,558,395,163,148,0,132,89.2,616,384,232
,배타적경제수역의외국인어업등에관한법률,소계,585,1.2,583,99.7,583,583,-,381,0.8,381,100,378,378,-,392,0.8,391,99.7,391,391,-,371,0.7,372,100.3,371,371,-,267,1,266,99.6,262,260,2,265,1,264,99.6,255,255,-,419,1,420,100.2,291,291,-,392,1,388,99,601,595,6,377,1,377,100,482,480,2
,범죄수익은닉의규제및처벌등에관한법률,소계,14,-,16,114.3,31,26,5,26,0.1,20,76.9,26,21,5,22,0,22,100,30,26,4,28,0.1,24,85.7,40,38,2,13,0,12,92.3,18,13,5,35,0,33,94.3,56,47,9,118,0,101,85.6,170,156,14,125,0,115,92,164,132,32,118,0,104,88.1,163,131,32
,변호사법,소계,740,1.5,633,85.5,777,727,50,623,1.3,541,86.8,626,594,32,586,1.2,556,94.9,738,693,45,556,1.1,469,84.4,609,551,58,624,1,524,84,677,634,43,540,1,472,87.4,515,497,18,645,1,585,90.7,588,570,18,723,1,630,87.1,865,807,58,630,1,503,79.8,800,738,62
,병역법,소계,14533,29.8,12809,88.1,12835,12664,171,10890,22.2,9416,86.5,9047,8957,90,10563,21.4,9486,89.8,9562,9380,182,8795,17.8,7754,88.2,7975,7822,153,7857,16,6891,87.7,6970,6810,160,9587,19,7763,81,7790,7772,18,8842,17,7091,80.2,7094,7081,13,9107,18,7682,84.4,10037,9908,129,11310,22,10080,89.1,12914,12652,262
,보건범죄단속에관한특별조치법,소계,649,1.3,622,95.8,745,494,251,12,0,14,116.7,37,29,8,13,0,12,92.3,18,15,3,619,1.2,599,96.8,793,400,393,626,1,615,98.2,1125,607,518,342,1,333,97.4,402,288,114,378,1,359,95,413,365,48,340,1,314,92.4,554,317,237,448,1,440,98.2,571,368,203
,부동산등기특별조치법,소계,1103,2.3,994,90.1,1487,1119,368,700,1.4,677,96.7,1213,905,308,134,0.3,125,93.3,220,176,44,145,0.3,134,92.4,233,193,40,121,0,107,88.4,180,148,32,111,0,96,86.5,117,106,11,84,0,73,86.9,121,104,17,119,0,98,82.4,194,151,43,105,0,88,83.8,164,113,51
,부동산실권리자명의등기에관한법률,소계,534,1.1,487,91.2,906,732,174,429,0.9,415,96.7,829,665,164,387,0.8,344,88.9,682,494,188,431,0.9,386,89.6,673,486,187,524,1,453,86.5,689,466,223,517,1,444,85.9,591,509,82,524,1,513,97.9,603,531,72,581,1,499,85.9,1107,758,349,602,1,515,85.5,1356,916,440
,부동산중개업법,소계,1457,3,1365,93.7,1960,1642,318,745,1.5,707,94.9,939,787,152,212,0.4,200,94.3,311,250,61,103,0.2,96,93.2,130,111,19,66,0,59,89.4,91,67,24,49,0,49,100,59,53,6,43,0,42,97.7,49,44,5,32,0,31,96.9,35,22,13,29,0,22,75.9,25,16,9
