period_flag,category_raw,value
CORE,사기 / 발생건수대비 검거건수[%],1412.1
CORE,산업안전보건법 / 여자검거인원[명],1412.0
CORE,집회및시위에 관한법률 / 여자검거인원[명],1385.0
CORE,특수강도강간등 / 검거인원[명],1385.0
CORE,자동차 손해배상 보장법 / 미상검거인원[명],1384.0
CORE,수도법 / 발생건수[건],1379.0
CORE,의료법 / 법인[개],1378.0
CORE,특수강도강간등 / 검거건수[건],1374.0
CORE,특수강도강간등 / 남자검거인원[명],1371.0
CORE,권리행사방해 / 미상검거인원[명],1369.0
CORE,특수강도강간등 / 발생건수[건],1363.0
CORE,화재의예방및안전관리에관한법률/소방시설설치및관리에관한법률 / 발생건수[건],1356.0
CORE,산지관리법 / 법인[개],1352.0
CORE,유기 / 발생건수대비 검거건수[%],1349.0
CORE,화재의예방및안전관리에관한법률/소방시설설치및관리에관한법률 / 검거건수[건],1348.0
CORE,수도법 / 검거건수[건],1341.0
CORE,신앙 / 여자검거인원[명],1338.0
CORE,화물자동차 운수사업법 / 여자검거인원[명],1328.0
CORE,공유재산 및 물품관리법 / 검거인원[명],1322.0
CORE,수도법 / 남자검거인원[명],1320.0
CORE,편의시설부정이용 / 여자검거인원[명],1311.0
CORE,직권남용 / 여자검거인원[명],1309.0
CORE,기타형법범죄 / 법인[개],1306.0
CORE,공안을해하는죄 / 검거건수[건],1301.0
CORE,축산물위생관리법 / 법인[개],1290.0
CORE,액화석유가스의 안전관리 및 사업법 / 발생건수[건],1277.0
CORE,도로교통법 / 법인[개],1274.0
CORE,화학물질관리법 / 여자검거인원[명],1266.0
CORE,자동차관리법 / 미상검거인원[명],1259.0
CORE,액화석유가스의 안전관리 및 사업법 / 검거건수[건],1255.0
CORE,화재의예방및안전관리에관한법률/소방시설설치및관리에관한법률 / 남자검거인원[명],1242.0
CORE,감금치상 / 남자검거인원[명],1239.0
CORE,가축분뇨의 관리 및 이용에 관한법률 / 법인[개],1217.0
CORE,아동·청소년의 성보호에 관한법률(성매수등) / 여자검거인원[명],1189.0
CORE,개인정보보호법 / 법인[개],1186.0
CORE,수산자원관리법 / 여자검거인원[명],1180.0
CORE,절도 / 발생건수대비 검거건수[%],1175.8
CORE,비밀침해 / 발생건수[건],1173.0
CORE,손괴 / 발생건수대비 검거건수[%],1151.2
CORE,직업안정법 / 여자검거인원[명],1145.0
CORE,비밀침해 / 검거인원[명],1140.0
CORE,농수산물의 원산지표시에관한법률 / 법인[개],1135.0
CORE,결혼중개업의 관리에 관한법률 / 발생건수[건],1132.0
CORE,의료법 / 미상검거인원[명],1127.0
CORE,통신비밀보호법 / 여자검거인원[명],1120.0
CORE,의료기기법 / 여자검거인원[명],1107.0
CORE,위증과증거인멸 / 미상검거인원[명],1101.0
CORE,학교보건법 / 여자검거인원[명],1094.0
CORE,"폭력행위등(손괴,강요,주거침입등) / 미상검거인원[명]",1070.0
CORE,횡령 / 발생비[건/10만명],1064.8
CORE,의료기기법 / 법인[개],1062.0
CORE,근로기준법 / 법인[개],1051.0
CORE,결혼중개업의 관리에 관한법률 / 검거건수[건],1050.0
CORE,체포치상 / 발생건수대비 검거건수[%],1047.5
CORE,강도강간/강제추행 / 발생건수대비 검거건수[%],1041.4
CORE,석유 및 석유대체연료 사업법 / 여자검거인원[명],1038.0
CORE,주차장법 / 여자검거인원[명],1036.0
CORE,약사법 / 법인[개],1033.0
CORE,특수강도강간등 / 발생건수대비 검거건수[%],1031.7
CORE,강간등살인 / 발생건수대비 검거건수[%],1026.4
CORE,손괴치상 / 발생건수대비 검거건수[%],1025.0
CORE,공유재산 및 물품관리법 / 남자검거인원[명],1024.0
CORE,화재예방·소방시설설치유지 및 안전관리에 관한법률 / 여자검거인원[명],1021.0
CORE,결혼중개업의 관리에 관한법률 / 남자검거인원[명],1020.0
CORE,여객자동차 운수사업법 / 여자검거인원[명],1019.0
CORE,학교보건법 / 남자검거인원[명],1012.0
CORE,강도치상 / 발생건수대비 검거건수[%],1009.1
CORE,전자금융거래법 / 발생건수대비 검거건수[%],1001.6999999999999
CORE,위험물안전관리법 / 발생건수대비 검거건수[%],1001.1
CORE,강간등상해 / 발생건수대비 검거건수[%],1000.9
CORE,배타적경제수역에서의 외국인어업등에 관한법률 / 발생건수대비 검거건수[%],998.1
CORE,수산업법 / 발생건수대비 검거건수[%],997.4
CORE,산업안전보건법 / 발생건수대비 검거건수[%],996.9
CORE,수산자원관리법 / 발생건수대비 검거건수[%],996.5
CORE,대기환경보전법 / 발생건수대비 검거건수[%],996.3
CORE,도로교통법(음주운전) / 발생건수대비 검거건수[%],995.8
CORE,가축분뇨의 관리 및 이용에 관한법률 / 발생건수대비 검거건수[%],995.4
CORE,공유수면관리 및 매립에 관한법률 / 발생건수대비 검거건수[%],995.1
CORE,도로교통법(음주측정거부) / 발생건수대비 검거건수[%],994.7
CORE,선박안전법 / 발생건수대비 검거건수[%],994.4
CORE,낚시관리 및 육성법 / 발생건수대비 검거건수[%],994.3
CORE,관세법 / 발생건수대비 검거건수[%],993.4
CORE,풍속영업의 규제에 관한법률 / 발생건수대비 검거건수[%],993.2
CORE,학원의 설립운영 및 과외교습에 관한법률 / 발생건수대비 검거건수[%],991.7
CORE,물환경보전법 / 발생건수대비 검거건수[%],991.5
CORE,강도살인 / 발생건수대비 검거건수[%],991.4
CORE,강도상해 / 발생건수대비 검거건수[%],991.0
CORE,건강기능식품에 관한법률 / 발생건수대비 검거건수[%],990.1
CORE,고용보험법 / 발생건수대비 검거건수[%],989.9
CORE,화학물질관리법 / 발생건수대비 검거건수[%],989.8
CORE,식품위생법 / 발생건수대비 검거건수[%],989.6
CORE,"강간등(강간,준강간,간음,강제추행,준강제추행) / 발생건수대비 검거건수[%]",989.1
CORE,전파법 / 발생건수대비 검거건수[%],989.1
CORE,산지관리법 / 발생건수대비 검거건수[%],989.0
CORE,축산물위생관리법 / 발생건수대비 검거건수[%],988.3
CORE,도로교통법(무면허운전) / 발생건수대비 검거건수[%],987.4
CORE,청소년보호법 / 발생건수대비 검거건수[%],987.3
CORE,화물자동차 운수사업법 / 발생건수대비 검거건수[%],985.1
CORE,폭행치사 / 발생건수대비 검거건수[%],984.6
CORE,기타특별법 / 발생비[건/10만명],984.5
CORE,공무방해치상 / 발생건수대비 검거건수[%],984.0
CORE,마약류관리에 관한법률(마약) / 발생건수대비 검거건수[%],982.2
CORE,최저임금법 / 발생건수대비 검거건수[%],980.5
CORE,액화석유가스의 안전관리 및 사업법 / 발생건수대비 검거건수[%],980.2
CORE,영유아보육법 / 발생건수대비 검거건수[%],979.8
CORE,강간등치상 / 발생건수대비 검거건수[%],979.6
CORE,상해치사 / 발생건수대비 검거건수[%],978.8
CORE,개발제한구역의 지정 및 관리에 관한 특별조치법 / 발생건수대비 검거건수[%],978.6999999999999
CORE,외국환거래법 / 발생건수대비 검거건수[%],978.6
CORE,사행행위 등 규제 및 처벌특례법 / 발생건수대비 검거건수[%],978.4
CORE,감염병의 예방 및 관리에 관한법률 / 발생건수대비 검거건수[%],978.3
CORE,가정폭력범죄의 처벌등에 관한특례법 / 발생건수대비 검거건수[%],978.2
CORE,간음 / 발생건수대비 검거건수[%],977.5
CORE,노동조합 및 노동관계조정법 / 발생건수대비 검거건수[%],977.5
CORE,게임산업진흥에 관한법률 / 발생건수대비 검거건수[%],976.6
CORE,교통사고처리특례법 / 발생건수대비 검거건수[%],975.4
CORE,아동복지법 / 발생건수대비 검거건수[%],975.1
CORE,공중위생관리법 / 발생건수대비 검거건수[%],974.2
CORE,업무상과실치사 / 발생건수대비 검거건수[%],974.1
CORE,의료기기법 / 발생건수대비 검거건수[%],973.4
CORE,국가기술자격법 / 발생건수대비 검거건수[%],972.9
CORE,폭행치상 / 발생건수대비 검거건수[%],972.5
CORE,강간 / 발생건수대비 검거건수[%],972.2
CORE,도박 / 발생건수대비 검거건수[%],972.1
CORE,도박과 복표 / 발생건수대비 검거건수[%],972.1
CORE,감금치상 / 발생건수대비 검거건수[%],972.0
CORE,농지법 / 법인[개],972.0
CORE,건축법 / 발생건수대비 검거건수[%],971.7
CORE,석유 및 석유대체연료 사업법 / 발생건수대비 검거건수[%],971.4
CORE,건설기계관리법 / 발생건수대비 검거건수[%],970.4
CORE,성매매알선 등 행위의 처벌에 관한법률 / 발생건수대비 검거건수[%],969.8
CORE,하천법 / 발생건수대비 검거건수[%],969.6
CORE,국토의계획 및 이용에 관한법률 / 발생건수대비 검거건수[%],969.5
CORE,장물 / 발생건수대비 검거건수[%],969.0
CORE,근로자 퇴직급여 보장법 / 발생건수대비 검거건수[%],968.1
CORE,"살인(미수, 예비, 음모, 방조) / 발생건수대비 검거건수[%]",967.1
CORE,수도법 / 발생건수대비 검거건수[%],966.0
CORE,농수산물유통 및 가격안정에 관한법률 / 발생건수대비 검거건수[%],965.1
CORE,보조금관리에 관한법률 / 발생건수대비 검거건수[%],965.1
CORE,도로법 / 발생건수대비 검거건수[%],964.5
CORE,살인 / 발생건수대비 검거건수[%],964.2
CORE,약사법 / 발생건수대비 검거건수[%],962.4
CORE,강도 / 미상검거인원[명],961.0
CORE,업무상과실치사상 / 발생건수대비 검거건수[%],960.4
CORE,살인(기수) / 발생건수대비 검거건수[%],960.1
CORE,직업안정법 / 발생건수대비 검거건수[%],959.3
CORE,기타특별법 / 발생건수대비 검거건수[%],958.4
CORE,강제추행 / 발생건수대비 검거건수[%],956.8
CORE,방화치상 / 발생건수대비 검거건수[%],955.3
CORE,업무상과실치사상 / 미상검거인원[명],955.0
CORE,신용업무경매 / 발생건수대비 검거건수[%],954.6
CORE,여객자동차 운수사업법 / 발생건수대비 검거건수[%],954.4
CORE,업무상과실치상 / 발생건수대비 검거건수[%],953.3
CORE,화재예방·소방시설설치유지 및 안전관리에 관한법률 / 법인[개],953.0
CORE,교통방해 / 발생건수대비 검거건수[%],952.7
CORE,과실치사 / 발생건수대비 검거건수[%],950.2
CORE,아동·청소년의 성보호에 관한법률(성매수등) / 발생건수대비 검거건수[%],947.5
CORE,마약류관리에 관한법률(대마) / 발생건수대비 검거건수[%],947.1
CORE,수뢰 / 여자검거인원[명],947.0
CORE,주택법 / 발생건수대비 검거건수[%],946.6999999999999
CORE,의료법 / 발생건수대비 검거건수[%],946.3
CORE,최저임금법 / 여자검거인원[명],946.0
CORE,농지법 / 발생건수대비 검거건수[%],945.7
CORE,공유재산 및 물품관리법 / 발생건수대비 검거건수[%],944.5
CORE,선박직원법 / 발생건수대비 검거건수[%],942.8000000000001
CORE,방화치사 / 발생건수대비 검거건수[%],942.6
CORE,"폭력행위등(손괴,강요,주거침입등) / 발생건수대비 검거건수[%]",942.2
CORE,성폭력 / 발생건수대비 검거건수[%],941.4
CORE,강력범죄(흉악) / 발생건수대비 검거건수[%],941.2
CORE,강력범죄(폭력) / 발생건수대비 검거건수[%],941.1
CORE,마약류관리에 관한법률(향정) / 발생건수대비 검거건수[%],940.9
CORE,공인중개사법 / 발생건수대비 검거건수[%],940.5
CORE,총포·도검·화약류등의 안전관리에 관한법률 / 발생건수대비 검거건수[%],940.1
CORE,도주와범인은닉 / 발생건수대비 검거건수[%],937.2
CORE,폐기물관리법 / 발생건수대비 검거건수[%],937.2
CORE,협박 / 발생건수대비 검거건수[%],935.1
CORE,카메라등 이용촬영 / 발생건수대비 검거건수[%],935.0
CORE,범죄수익은닉의 규제 및 처벌등에 관한법률 / 발생건수대비 검거건수[%],934.5
CORE,"폭력행위등(단체등의구성, 활동) / 발생건수대비 검거건수[%]",934.4
CORE,근로기준법 / 발생건수대비 검거건수[%],933.6
CORE,출입국관리법 / 발생건수대비 검거건수[%],933.5
CORE,감금 / 발생건수대비 검거건수[%],933.0
CORE,성적목적의 장소침입 / 발생건수대비 검거건수[%],932.4
CORE,건설산업기본법 / 발생건수대비 검거건수[%],930.9
CORE,특가법(도주차량) / 발생건수대비 검거건수[%],930.3
CORE,상표법 / 발생건수대비 검거건수[%],930.2
CORE,주차장법 / 발생건수대비 검거건수[%],929.7
CORE,체포와 감금 / 발생건수대비 검거건수[%],927.7
CORE,감금치상 / 발생건수[건],925.0
CORE,풍속범죄 / 발생건수대비 검거건수[%],924.7
CORE,특별법범 / 발생건수대비 검거건수[%],923.3
CORE,산림자원의 조성 및 관리에 관한법률 / 발생건수대비 검거건수[%],923.2
CORE,예비군법 / 발생건수대비 검거건수[%],918.5
CORE,병역법 / 여자검거인원[명],917.0
CORE,약취/유인 / 발생건수대비 검거건수[%],910.0
CORE,체포 / 검거인원[명],909.0
CORE,약취와 유인 / 발생건수대비 검거건수[%],907.5
CORE,집회및시위에 관한법률 / 발생건수대비 검거건수[%],906.9
CORE,범죄수익은닉의 규제 및 처벌등에 관한법률 / 여자검거인원[명],905.0
CORE,국민체육진흥법 / 발생건수대비 검거건수[%],904.7
CORE,도시 및 주거환경정비법 / 발생건수대비 검거건수[%],904.1
CORE,약취와 유인 / 여자검거인원[명],903.0
CORE,공안을해하는죄 / 발생건수대비 검거건수[%],902.9
CORE,조세범처벌법 / 미상검거인원[명],901.0
CORE,유기치사 / 발생건수대비 검거건수[%],898.7
CORE,감금치상 / 검거건수[건],898.0
CORE,결혼중개업의 관리에 관한법률 / 발생건수대비 검거건수[%],897.1
CORE,횡령 / 법인[개],897.0
CORE,방화 / 발생건수대비 검거건수[%],894.8
CORE,자동차관리법 / 발생건수대비 검거건수[%],894.4
CORE,일반방화 / 발생건수대비 검거건수[%],893.2
CORE,경범죄처벌법 / 발생건수대비 검거건수[%],893.1
CORE,강간 / 여자검거인원[명],890.0
CORE,사행행위 등 규제 및 처벌특례법 / 여자검거인원[명],890.0
CORE,공중밀집장소 추행 / 발생건수대비 검거건수[%],887.6
CORE,공직선거법 / 발생건수대비 검거건수[%],883.4
CORE,과실범죄 / 발생건수대비 검거건수[%],881.8
CORE,신용정보의 이용 및 보호에 관한법률 / 검거인원[명],881.0
CORE,옥외광고물등의 관리와 옥외광고산업진흥에 관한법률 / 발생건수대비 검거건수[%],877.9
CORE,컴퓨터등사용사기 / 미상검거인원[명],877.0
CORE,통신비밀보호법 / 발생건수대비 검거건수[%],876.7
CORE,통신매체 이용음란 / 발생건수대비 검거건수[%],876.0
CORE,과실치사상 / 발생건수대비 검거건수[%],874.6
CORE,과실치상 / 발생건수대비 검거건수[%],873.6
CORE,신용정보의 이용 및 보호에 관한법률 / 발생건수대비 검거건수[%],871.7
CORE,배임증재 / 발생건수대비 검거건수[%],871.1
CORE,부동산실권리자 명의등기에 관한법률 / 발생건수대비 검거건수[%],869.4
CORE,가축분뇨의 관리 및 이용에 관한법률 / 여자검거인원[명],869.0
CORE,약취/유인 / 여자검거인원[명],869.0
CORE,증뢰 / 발생건수대비 검거건수[%],869.0
CORE,수뢰 / 발생건수대비 검거건수[%],867.4
CORE,국가기술자격법 / 법인[개],867.0
CORE,병역법 / 발생건수대비 검거건수[%],866.9
CORE,배임수재 / 발생건수대비 검거건수[%],864.4
CORE,부정경쟁방지 및 영업비밀 보호에 관한법률 / 발생건수대비 검거건수[%],859.6
CORE,침입절도 / 발생건수대비 검거건수[%],859.4
CORE,폭행치사 / 검거인원[명],856.0
CORE,위증과증거인멸 / 발생건수대비 검거건수[%],855.7
CORE,위조범죄 / 법인[개],854.0
CORE,일수와수리에관한죄 / 발생건수대비 검거건수[%],848.5
CORE,옥외광고물등의 관리와 옥외광고산업진흥에 관한법률 / 법인[개],847.0
CORE,기타형법범죄 / 발생건수대비 검거건수[%],846.8
CORE,특허법 / 법인[개],844.0
CORE,조세범처벌법 / 발생건수대비 검거건수[%],842.0
CORE,도로교통법 / 발생건수대비 검거건수[%],836.3
CORE,대부업 등의 등록 및 금융이용자 보호에 관한법률 / 발생건수대비 검거건수[%],835.5
CORE,유기치상 / 발생건수대비 검거건수[%],833.4
CORE,무고 / 발생건수대비 검거건수[%],832.2
CORE,자동차 손해배상 보장법 / 발생건수대비 검거건수[%],830.6
CORE,디자인보호법 / 발생건수대비 검거건수[%],827.1
CORE,음용수에관한죄 / 발생건수대비 검거건수[%],827.0
CORE,변호사법 / 발생건수대비 검거건수[%],823.7
CORE,살인 / 미상검거인원[명],817.0
CORE,독점규제 및 공정거래에 관한법률 / 발생건수대비 검거건수[%],815.7
CORE,신앙 / 발생건수대비 검거건수[%],815.6
CORE,총계 / 발생건수대비 검거건수[%],815.3
CORE,특허법 / 발생건수대비 검거건수[%],814.1
CORE,문서 / 법인[개],814.0
CORE,개인정보보호법 / 발생건수대비 검거건수[%],812.9
CORE,국가보안법 / 발생건수대비 검거건수[%],809.6
CORE,산림자원의 조성 및 관리에 관한법률 / 여자검거인원[명],808.0
CORE,화물자동차 운수사업법 / 법인[개],808.0
CORE,화재예방·소방시설설치유지 및 안전관리에 관한법률 / 발생건수대비 검거건수[%],805.8
CORE,인장 / 발생건수대비 검거건수[%],804.3
CORE,선박안전법 / 법인[개],804.0
CORE,성매매알선 등 행위의 처벌에 관한법률 / 미상검거인원[명],802.0
CORE,농수산물의 원산지표시에관한법률 / 발생건수대비 검거건수[%],800.5
CORE,강간등치사 / 발생건수대비 검거건수[%],800.0
CORE,석유 및 석유대체연료 사업법 / 법인[개],800.0
CORE,공연음란 / 발생건수대비 검거건수[%],797.8
CORE,권리행사방해 / 발생건수대비 검거건수[%],796.9
CORE,문서 / 발생건수대비 검거건수[%],793.3
CORE,살인(기수) / 여자검거인원[명],792.0
CORE,명예 / 발생건수대비 검거건수[%],790.2
CORE,체포와 감금 / 미상검거인원[명],785.0
CORE,유사수신행위의 규제에 관한법률 / 발생건수대비 검거건수[%],784.2
CORE,불법사용 / 발생건수대비 검거건수[%],782.6
CORE,비밀침해 / 검거건수[건],780.0
CORE,과실범죄 / 법인[개],776.0
CORE,도로교통법(사고후미조치) / 발생비[건/10만명],772.3
CORE,실화 / 발생건수대비 검거건수[%],772.1
CORE,디자인보호법 / 여자검거인원[명],772.0
CORE,변호사법 / 여자검거인원[명],768.0
CORE,자본시장과 금융투자업에 관한법률 / 발생건수대비 검거건수[%],762.2
CORE,보험사기방지특별법 / 발생건수대비 검거건수[%],759.2
CORE,주민등록법 / 발생건수대비 검거건수[%],758.6
CORE,인장 / 여자검거인원[명],756.0
CORE,"살인(미수, 예비, 음모, 방조) / 여자검거인원[명]",752.0
CORE,부당이득 / 발생건수대비 검거건수[%],751.1
CORE,수뢰 / 미상검거인원[명],748.0
CORE,근로기준법 / 발생비[건/10만명],747.9
CORE,유가증권·인지·우표 / 발생건수대비 검거건수[%],746.5
CORE,자본시장과 금융투자업에 관한법률 / 여자검거인원[명],746.0
CORE,업무상과실치사상 / 법인[개],745.0
CORE,부당이득 / 검거인원[명],744.0
CORE,위조범죄 / 발생건수대비 검거건수[%],743.6
CORE,풍속영업의 규제에 관한법률 / 여자검거인원[명],742.0
CORE,체포 / 발생건수대비 검거건수[%],740.5
CORE,내란의죄 / 발생건수대비 검거건수[%],737.7
CORE,형법범 / 발생건수대비 검거건수[%],737.6
CORE,편의시설부정이용 / 발생건수대비 검거건수[%],732.7
CORE,풍속범죄 / 미상검거인원[명],732.0
CORE,공안을해하는죄 / 여자검거인원[명],731.0
CORE,정보통신망이용촉진 및 정보보호 등에 관한법률 / 법인[개],731.0
CORE,주거침입 / 발생건수대비 검거건수[%],722.6
CORE,배임수재 / 여자검거인원[명],717.0
CORE,국가보안법 / 검거인원[명],715.0
CORE,공갈 / 미상검거인원[명],710.0
CORE,기타 / 발생건수대비 검거건수[%],702.4
CORE,강력범죄(흉악) / 발생비[건/10만명],700.4
CORE,여신전문금융업법 / 법인[개],697.0
CORE,도시 및 주거환경정비법 / 미상검거인원[명],686.0
CORE,상해치사 / 검거인원[명],683.0
CORE,농수산물유통 및 가격안정에 관한법률 / 검거인원[명],681.0
CORE,폭행치사 / 발생건수[건],677.0
CORE,도로교통법(사고후미조치) / 발생건수대비 검거건수[%],676.4
CORE,부정수표단속법 / 발생건수대비 검거건수[%],673.4
CORE,결혼중개업의 관리에 관한법률 / 여자검거인원[명],673.0
CORE,주택법 / 법인[개],673.0
CORE,비밀침해 / 발생건수대비 검거건수[%],672.8
CORE,복표 / 발생건수대비 검거건수[%],667.5
CORE,폭행치사 / 검거건수[건],667.0
CORE,정보통신망이용촉진 및 정보보호 등에 관한법률 / 발생건수대비 검거건수[%],648.2
CORE,업무상과실치상 / 미상검거인원[명],646.0
CORE,폭행치사 / 남자검거인원[명],646.0
CORE,공갈 / 발생건수대비 검거건수[%],643.3
CORE,건축법 / 미상검거인원[명],640.0
CORE,노동조합 및 노동관계조정법 / 여자검거인원[명],640.0
CORE,성폭력 / 발생비[건/10만명],639.9
CORE,여객자동차 운수사업법 / 법인[개],638.0
CORE,체포 / 남자검거인원[명],638.0
CORE,감금 / 미상검거인원[명],636.0
CORE,허위영상물편집·반포등 / 발생건수[건],636.0
CORE,자동차 손해배상 보장법 / 법인[개],635.0
CORE,자본시장과 금융투자업에 관한법률 / 법인[개],633.0
CORE,재산범죄 / 발생건수대비 검거건수[%],631.3
CORE,학교보건법 / 발생건수대비 검거건수[%],627.1
CORE,인신매매 / 발생건수대비 검거건수[%],623.3
CORE,물환경보전법 / 여자검거인원[명],622.0
CORE,국가보안법 / 발생건수[건],620.0
CORE,도로교통법(무면허운전) / 발생비[건/10만명],618.6
CORE,감금치사 / 발생건수대비 검거건수[%],616.7
CORE,"약취와 유인상해,치상,살해,치사 / 발생건수대비 검거건수[%]",600.0
CORE,비밀침해 / 남자검거인원[명],599.0
CORE,상해치사 / 남자검거인원[명],592.0
CORE,"폭력행위등(단체등의구성, 활동) / 여자검거인원[명]",591.0
CORE,농수산물유통 및 가격안정에 관한법률 / 발생건수[건],589.0
CORE,명예 / 발생비[건/10만명],581.4
CORE,옥외광고물등의 관리와 옥외광고산업진흥에 관한법률 / 여자검거인원[명],580.0
CORE,농수산물유통 및 가격안정에 관한법률 / 검거건수[건],578.0
CORE,건설기계관리법 / 법인[개],577.0
CORE,부당이득 / 발생건수[건],577.0
CORE,독점규제 및 공정거래에 관한법률 / 검거인원[명],576.0
CORE,디자인보호법 / 법인[개],575.0
CORE,독점규제 및 공정거래에 관한법률 / 법인[개],574.0
CORE,공무원범죄 / 발생건수대비 검거건수[%],573.8
CORE,통신매체 이용음란 / 미상검거인원[명],571.0
CORE,상해치사 / 발생건수[건],570.0
CORE,강도치사 / 발생건수대비 검거건수[%],566.7
CORE,자동차 손해배상 보장법 / 발생비[건/10만명],564.0
CORE,상해치사 / 검거건수[건],559.0
CORE,여신전문금융업법 / 발생건수대비 검거건수[%],548.9
CORE,체포 / 발생건수[건],545.0
CORE,저작권법 / 발생건수대비 검거건수[%],544.2
CORE,"아동,청소년의 성보호에 관한법률(음란물등) / 발생건수대비 검거건수[%]",538.1
CORE,농수산물유통 및 가격안정에 관한법률 / 남자검거인원[명],534.0
CORE,신용정보의 이용 및 보호에 관한법률 / 남자검거인원[명],532.0
CORE,위험물안전관리법 / 여자검거인원[명],532.0
CORE,강도상해 / 여자검거인원[명],529.0
CORE,전파법 / 여자검거인원[명],526.0
CORE,부당이득 / 남자검거인원[명],524.0
CORE,국가기술자격법 / 여자검거인원[명],508.0
CORE,횡령 / 발생건수대비 검거건수[%],505.4
CORE,유사수신행위의 규제에 관한법률 / 법인[개],504.0
CORE,국가보안법 / 검거건수[건],500.0
CORE,수산업법 / 여자검거인원[명],498.0
CORE,직권남용 / 발생건수대비 검거건수[%],497.3
CORE,전기통신금융사기피해금환급에관한특별법 / 발생건수대비 검거건수[%],496.8
CORE,"살인(미수, 예비, 음모, 방조) / 미상검거인원[명]",491.0
CORE,국가보안법 / 남자검거인원[명],490.0
CORE,가정폭력범죄의 처벌등에 관한특례법 / 여자검거인원[명],488.0
CORE,유사수신행위의 규제에 관한법률 / 미상검거인원[명],484.0
CORE,공무방해 / 발생비[건/10만명],483.2
CORE,자동차관리법 / 발생비[건/10만명],483.2
CORE,불법사용 / 여자검거인원[명],482.0
CORE,직무유기 / 발생건수대비 검거건수[%],480.8
CORE,부동산실권리자 명의등기에 관한법률 / 법인[개],473.0
CORE,공연음란 / 여자검거인원[명],450.0
CORE,외국환거래법 / 법인[개],449.0
CORE,화재의예방및안전관리에관한법률/소방시설설치및관리에관한법률 / 법인[개],449.0
CORE,과실치사상 / 미상검거인원[명],445.0
CORE,공유수면관리 및 매립에 관한법률 / 여자검거인원[명],441.0
CORE,업무상과실치사 / 법인[개],439.0
CORE,공무원범죄 / 법인[개],434.0
CORE,하천법 / 여자검거인원[명],434.0
CORE,과실치상 / 미상검거인원[명],433.0
CORE,과실치사 / 검거인원[명],431.0
CORE,신용업무경매 / 법인[개],431.0
CORE,부당이득 / 검거건수[건],429.0
CORE,자본시장과 금융투자업에 관한법률 / 미상검거인원[명],424.0
CORE,특허법 / 여자검거인원[명],423.0
CORE,독점규제 및 공정거래에 관한법률 / 남자검거인원[명],421.0
CORE,신용업무경매 / 발생비[건/10만명],419.8
CORE,유가증권·인지·우표 / 여자검거인원[명],416.0
CORE,독점규제 및 공정거래에 관한법률 / 발생건수[건],406.0
CORE,비밀침해 / 여자검거인원[명],404.0
CORE,허위영상물편집·반포등 / 검거인원[명],403.0
CORE,부녀매매 / 발생건수대비 검거건수[%],400.0
CORE,체포 / 검거건수[건],396.0
CORE,대부업 등의 등록 및 금융이용자 보호에 관한법률 / 미상검거인원[명],393.0
CORE,식품위생법 / 미상검거인원[명],389.0
CORE,특가법(도주차량) / 미상검거인원[명],386.0
CORE,신용정보의 이용 및 보호에 관한법률 / 발생건수[건],385.0
CORE,강제추행 / 미상검거인원[명],382.0
CORE,국민체육진흥법 / 여자검거인원[명],377.0
CORE,영유아보육법 / 남자검거인원[명],370.0
CORE,컴퓨터등사용사기 / 발생건수대비 검거건수[%],369.5
CORE,허위영상물편집·반포등 / 남자검거인원[명],368.0
CORE,도박 / 미상검거인원[명],362.0
CORE,도박과 복표 / 미상검거인원[명],362.0
CORE,건설산업기본법 / 미상검거인원[명],361.0
CORE,도로교통법 / 미상검거인원[명],361.0
CORE,허위영상물편집·반포등 / 검거건수[건],359.0
CORE,노동조합 및 노동관계조정법 / 법인[개],357.0
CORE,아동·청소년의성보호에관한법률(성착취물등) / 발생건수대비 검거건수[%],356.2
CORE,협박 / 발생비[건/10만명],356.1
CORE,화재로 인한 재해보상과 보험가입에 관한법률 / 발생건수대비 검거건수[%],345.40000000000003
CORE,비밀침해,342.0
CORE,증뢰 / 여자검거인원[명],341.0
CORE,건강기능식품에 관한법률 / 법인[개],340.0
CORE,신용정보의 이용 및 보호에 관한법률 / 검거건수[건],337.0
CORE,유기치사 / 검거인원[명],337.0
CORE,신앙 / 미상검거인원[명],336.0
CORE,도시 및 주거환경정비법 / 법인[개],333.0
CORE,위조범죄 / 발생비[건/10만명],333.0
CORE,부정경쟁방지 및 영업비밀 보호에 관한법률 / 미상검거인원[명],332.0
CORE,집회및시위에 관한법률 / 미상검거인원[명],332.0
CORE,특허법 / 미상검거인원[명],331.0
CORE,폐기물관리법 / 미상검거인원[명],330.0
CORE,과실치사 / 발생건수[건],329.0
CORE,손괴 / 법인[개],328.0
CORE,살인(기수) / 미상검거인원[명],326.0
CORE,독점규제 및 공정거래에 관한법률 / 검거건수[건],325.0
CORE,공중위생관리법 / 법인[개],323.0
CORE,강도상해 / 미상검거인원[명],317.0
CORE,기타 / 미상검거인원[명],317.0
CORE,화재로 인한 재해보상과 보험가입에 관한법률 / 발생건수[건],317.0
CORE,저작권법 / 발생비[건/10만명],315.9
CORE,신용정보의 이용 및 보호에 관한법률 / 여자검거인원[명],315.0
CORE,마약류관리에 관한법률(향정) / 미상검거인원[명],313.0
CORE,과실치사 / 검거건수[건],312.0
CORE,개발제한구역의 지정 및 관리에 관한 특별조치법 / 법인[개],310.0
