period_flag,category_raw,value
EXT,마약류관리에 관한법률(향정) / 발생건수[건],9484.0
EXT,문서 / 남자검거인원[명],9304.0
EXT,상해 / 여자검거인원[명],9291.0
EXT,근로자 퇴직급여 보장법 / 발생건수[건],9279.0
EXT,배임 / 발생건수[건],9242.0
EXT,근로자 퇴직급여 보장법 / 검거건수[건],8989.0
EXT,명예 / 여자검거인원[명],8954.0
EXT,도로교통법 / 검거건수[건],8946.0
EXT,도박과 복표 / 발생건수[건],8943.0
EXT,전기통신금융사기피해금환급에관한특별법 / 검거인원[명],8937.0
EXT,도박 / 발생건수[건],8924.0
EXT,마약류관리에 관한법률(향정) / 검거건수[건],8902.0
EXT,도로교통법 / 남자검거인원[명],8707.0
EXT,아동복지법 / 남자검거인원[명],8631.0
EXT,과실범죄 / 검거건수[건],8602.0
EXT,도박과 복표 / 검거건수[건],8554.0
EXT,도박 / 검거건수[건],8535.0
EXT,마약류관리에 관한법률(향정) / 남자검거인원[명],8398.0
EXT,배임 / 검거건수[건],8292.0
EXT,정보통신망이용촉진 및 정보보호 등에 관한법률 / 남자검거인원[명],8275.0
EXT,사기 / 미상검거인원[명],8209.0
EXT,과실범죄 / 남자검거인원[명],8127.0
EXT,전기통신금융사기피해금환급에관한특별법 / 검거건수[건],8102.0
EXT,특가법(도주차량) / 발생건수[건],8009.0
EXT,도로법 / 검거인원[명],7954.0
EXT,보험사기방지특별법 / 남자검거인원[명],7808.0
EXT,경범죄처벌법 / 검거인원[명],7693.0
EXT,성매매알선 등 행위의 처벌에 관한법률 / 검거인원[명],7533.0
EXT,특가법(도주차량) / 검거인원[명],7509.0
EXT,특가법(도주차량) / 검거건수[건],7481.0
EXT,경범죄처벌법 / 검거건수[건],7441.0
EXT,청소년보호법 / 검거인원[명],7315.0
EXT,도로법 / 남자검거인원[명],7181.0
EXT,도로법 / 발생건수[건],7169.0
EXT,도로법 / 검거건수[건],7063.0
EXT,도로교통법(사고후미조치) / 발생건수[건],7034.0
EXT,권리행사방해 / 발생건수[건],6972.0
EXT,무고 / 검거인원[명],6960.0
EXT,아동복지법 / 여자검거인원[명],6881.0
EXT,권리행사방해 / 검거인원[명],6853.0
EXT,공갈 / 발생건수[건],6799.0
EXT,경범죄처벌법 / 남자검거인원[명],6582.0
EXT,식품위생법 / 검거인원[명],6408.0
EXT,무고 / 발생건수[건],6351.0
EXT,업무상과실치사상 / 검거인원[명],6240.0
EXT,전기통신금융사기피해금환급에관한특별법 / 남자검거인원[명],6135.0
EXT,특가법(도주차량) / 남자검거인원[명],6110.0
EXT,카메라등 이용촬영 / 발생건수[건],6101.0
EXT,청소년보호법 / 발생건수[건],6033.0
EXT,재산범죄 / 미상검거인원[명],5970.0
EXT,청소년보호법 / 검거건수[건],5968.0
EXT,무고 / 검거건수[건],5891.0
EXT,통신매체 이용음란 / 발생건수[건],5868.0
EXT,근로자 퇴직급여 보장법 / 검거인원[명],5807.0
EXT,권리행사방해 / 검거건수[건],5786.0
EXT,카메라등 이용촬영 / 검거인원[명],5592.0
EXT,식품위생법 / 발생건수[건],5561.0
EXT,식품위생법 / 검거건수[건],5513.0
EXT,공갈 / 검거인원[명],5499.0
EXT,강간 / 검거인원[명],5464.0
EXT,정보통신망이용촉진 및 정보보호 등에 관한법률 / 여자검거인원[명],5463.0
EXT,카메라등 이용촬영 / 검거건수[건],5440.0
EXT,강간 / 남자검거인원[명],5358.0
EXT,도로교통법(사고후미조치) / 검거인원[명],5351.0
EXT,병역법 / 발생건수[건],5287.0
EXT,카메라등 이용촬영 / 남자검거인원[명],5260.0
EXT,보험사기방지특별법 / 여자검거인원[명],5257.0
EXT,도로교통법(사고후미조치) / 검거건수[건],5242.0
EXT,강간 / 발생건수[건],5235.0
EXT,권리행사방해 / 남자검거인원[명],5188.0
EXT,예비군법 / 발생건수[건],5092.0
EXT,강간 / 검거건수[건],5086.0
EXT,근로자 퇴직급여 보장법 / 남자검거인원[명],4975.0
EXT,업무상과실치사상 / 남자검거인원[명],4971.0
EXT,성매매알선 등 행위의 처벌에 관한법률 / 남자검거인원[명],4946.0
EXT,기타형법범죄 / 미상검거인원[명],4929.0
EXT,통신매체 이용음란 / 검거인원[명],4891.0
EXT,통신매체 이용음란 / 검거건수[건],4704.0
EXT,병역법 / 검거건수[건],4603.0
EXT,병역법 / 검거인원[명],4597.0
EXT,병역법 / 남자검거인원[명],4547.0
EXT,공갈 / 남자검거인원[명],4474.0
EXT,도로교통법(사고후미조치) / 남자검거인원[명],4462.0
EXT,풍속범죄 / 여자검거인원[명],4422.0
EXT,신용업무경매 / 여자검거인원[명],4382.0
EXT,공무원범죄 / 검거인원[명],4354.0
EXT,통신매체 이용음란 / 남자검거인원[명],4347.0
EXT,업무상과실치사상 / 발생건수[건],4334.0
EXT,도박과 복표 / 여자검거인원[명],4259.0
EXT,도박 / 여자검거인원[명],4250.0
EXT,보험사기방지특별법 / 발생건수[건],4171.0
EXT,업무상과실치사상 / 검거건수[건],4119.0
EXT,고용보험법 / 검거인원[명],4098.0
EXT,예비군법 / 검거건수[건],4096.0
EXT,업무상과실치상 / 검거인원[명],4070.0
EXT,보험사기방지특별법 / 검거건수[건],4010.0
EXT,침입절도 / 발생건수[건],4010.0
EXT,게임산업진흥에 관한법률 / 검거인원[명],4005.0
EXT,무고 / 남자검거인원[명],3979.0
EXT,예비군법 / 검거인원[명],3976.0
EXT,예비군법 / 남자검거인원[명],3971.0
EXT,위조범죄 / 여자검거인원[명],3967.0
EXT,컴퓨터등사용사기 / 검거건수[건],3881.0
EXT,문서 / 여자검거인원[명],3862.0
EXT,식품위생법 / 여자검거인원[명],3815.0
EXT,공무원범죄 / 발생건수[건],3812.0
EXT,컴퓨터등사용사기 / 검거인원[명],3812.0
EXT,협박 / 여자검거인원[명],3806.0
EXT,청소년보호법 / 여자검거인원[명],3774.0
EXT,근로기준법 / 여자검거인원[명],3746.0
EXT,의료법 / 검거인원[명],3717.0
EXT,침입절도 / 검거건수[건],3642.0
EXT,개인정보보호법 / 발생건수[건],3594.0
EXT,저작권법 / 여자검거인원[명],3589.0
EXT,공갈 / 검거건수[건],3559.0
EXT,개인정보보호법 / 검거인원[명],3540.0
EXT,명예 / 미상검거인원[명],3537.0
EXT,청소년보호법 / 남자검거인원[명],3534.0
EXT,"폭력행위등(손괴,강요,주거침입등) / 검거인원[명]",3531.0
EXT,조세범처벌법 / 검거인원[명],3508.0
EXT,공무방해 / 여자검거인원[명],3397.0
EXT,총계 / 발생비[건/10만명],3377.7
EXT,고용보험법 / 발생건수[건],3348.0
EXT,고용보험법 / 검거건수[건],3343.0
EXT,전자금융거래법 / 여자검거인원[명],3284.0
EXT,주거침입 / 여자검거인원[명],3261.0
EXT,성매매알선 등 행위의 처벌에 관한법률 / 발생건수[건],3188.0
EXT,업무상과실치상 / 남자검거인원[명],3175.0
EXT,업무상과실치상 / 발생건수[건],3143.0
EXT,공인중개사법 / 검거인원[명],3141.0
EXT,산업안전보건법 / 검거인원[명],3113.0
EXT,도로교통법(음주측정거부) / 발생건수[건],3108.0
EXT,성매매알선 등 행위의 처벌에 관한법률 / 검거건수[건],3103.0
EXT,도로교통법(음주측정거부) / 검거인원[명],3090.0
EXT,도로교통법(음주측정거부) / 검거건수[건],3083.0
EXT,과실치사상 / 발생건수[건],3078.0
EXT,마약류관리에 관한법률(향정) / 여자검거인원[명],3068.0
EXT,과실치상 / 발생건수[건],3048.0
EXT,스토킹범죄의처벌등에관한법률 / 여자검거인원[명],3020.0
EXT,업무상과실치상 / 검거건수[건],2995.0
EXT,게임산업진흥에 관한법률 / 남자검거인원[명],2994.0
EXT,산업안전보건법 / 남자검거인원[명],2977.0
EXT,게임산업진흥에 관한법률 / 발생건수[건],2964.0
EXT,과실치사상 / 검거인원[명],2929.0
EXT,상표법 / 검거인원[명],2926.0
EXT,게임산업진흥에 관한법률 / 검거건수[건],2896.0
EXT,과실치상 / 검거인원[명],2891.0
EXT,농수산물의원산지표시등에관한법률 / 검거건수[건],2871.0
EXT,농수산물의원산지표시등에관한법률 / 발생건수[건],2868.0
EXT,배임 / 여자검거인원[명],2842.0
EXT,상표법 / 발생건수[건],2839.0
EXT,컴퓨터등사용사기 / 남자검거인원[명],2805.0
EXT,과실치사상 / 검거건수[건],2799.0
EXT,편의시설부정이용 / 발생건수[건],2783.0
EXT,과실치상 / 검거건수[건],2769.0
EXT,전기통신금융사기피해금환급에관한특별법 / 여자검거인원[명],2749.0
EXT,상표법 / 검거건수[건],2745.0
EXT,선박직원법 / 검거건수[건],2745.0
EXT,무고 / 여자검거인원[명],2738.0
EXT,도로교통법(음주측정거부) / 남자검거인원[명],2719.0
EXT,건축법 / 발생건수[건],2710.0
EXT,조세범처벌법 / 남자검거인원[명],2668.0
EXT,건축법 / 검거건수[건],2666.0
EXT,과실범죄 / 여자검거인원[명],2623.0
EXT,개인정보보호법 / 검거건수[건],2608.0
EXT,조세범처벌법 / 발생건수[건],2583.0
EXT,대기환경보전법 / 검거인원[명],2579.0
EXT,식품위생법 / 남자검거인원[명],2562.0
EXT,성매매알선 등 행위의 처벌에 관한법률 / 여자검거인원[명],2540.0
EXT,"폭력행위등(손괴,강요,주거침입등) / 남자검거인원[명]",2540.0
EXT,주민등록법 / 검거인원[명],2517.0
EXT,출입국관리법 / 검거인원[명],2498.0
EXT,건축법 / 검거인원[명],2461.0
EXT,아동·청소년의성보호에관한법률(성착취물등) / 검거인원[명],2404.0
EXT,아동·청소년의성보호에관한법률(성착취물등) / 발생건수[건],2394.0
EXT,폐기물관리법 / 검거인원[명],2369.0
EXT,아동·청소년의성보호에관한법률(성착취물등) / 남자검거인원[명],2334.0
EXT,공직선거법 / 검거인원[명],2332.0
EXT,대부업 등의 등록 및 금융이용자 보호에 관한법률 / 검거인원[명],2319.0
EXT,도로교통법(무면허운전) / 여자검거인원[명],2300.0
EXT,위증과증거인멸 / 검거인원[명],2299.0
EXT,공무원범죄 / 검거건수[건],2295.0
EXT,고용보험법 / 남자검거인원[명],2272.0
EXT,공무원범죄 / 남자검거인원[명],2247.0
EXT,조세범처벌법 / 검거건수[건],2239.0
EXT,편의시설부정이용 / 검거인원[명],2237.0
EXT,공연음란 / 발생건수[건],2231.0
EXT,산업안전보건법 / 발생건수[건],2213.0
EXT,대기환경보전법 / 남자검거인원[명],2209.0
EXT,대기환경보전법 / 발생건수[건],2206.0
EXT,산업안전보건법 / 검거건수[건],2205.0
EXT,대기환경보전법 / 검거건수[건],2198.0
EXT,선박직원법 / 발생건수[건],2193.0
EXT,업무상과실치사 / 검거인원[명],2170.0
EXT,실화 / 발생건수[건],2162.0
EXT,편의시설부정이용 / 검거건수[건],2160.0
EXT,출입국관리법 / 발생건수[건],2155.0
EXT,개인정보보호법 / 남자검거인원[명],2148.0
EXT,형법범 / 발생비[건/10만명],2140.2
EXT,공인중개사법 / 남자검거인원[명],2135.0
EXT,농수산물의원산지표시등에관한법률 / 검거인원[명],2107.0
EXT,강력범죄(흉악) / 여자검거인원[명],2097.0
EXT,아동·청소년의성보호에관한법률(성착취물등) / 검거건수[건],2095.0
EXT,의료법 / 발생건수[건],2085.0
EXT,주민등록법 / 발생건수[건],2054.0
EXT,폐기물관리법 / 남자검거인원[명],2032.0
EXT,자동차 손해배상 보장법 / 여자검거인원[명],2006.0
EXT,직권남용 / 검거인원[명],1994.0
EXT,폐기물관리법 / 발생건수[건],1990.0
EXT,위증과증거인멸 / 발생건수[건],1988.0
EXT,출입국관리법 / 검거건수[건],1984.0
EXT,의료법 / 검거건수[건],1982.0
EXT,마약류관리에 관한법률(마약) / 발생건수[건],1971.0
EXT,산지관리법 / 검거인원[명],1949.0
EXT,기타특별법 / 법인[개],1934.0
EXT,수산업법 / 발생건수[건],1931.0
EXT,수산업법 / 검거건수[건],1930.0
EXT,의료법 / 남자검거인원[명],1921.0
EXT,형법범 / 법인[개],1919.0
EXT,마약류관리에 관한법률(마약) / 검거건수[건],1915.0
EXT,유사수신행위의 규제에 관한법률 / 검거인원[명],1909.0
EXT,침입절도 / 검거인원[명],1894.0
EXT,마약류관리에 관한법률(마약) / 검거인원[명],1876.0
EXT,공연음란 / 검거인원[명],1874.0
EXT,폐기물관리법 / 검거건수[건],1872.0
EXT,직권남용 / 발생건수[건],1868.0
EXT,자동차관리법 / 여자검거인원[명],1864.0
EXT,위증과증거인멸 / 검거건수[건],1861.0
EXT,공연음란 / 검거건수[건],1854.0
EXT,여신전문금융업법 / 발생건수[건],1844.0
EXT,폭행 / 미상검거인원[명],1841.0
EXT,공중위생관리법 / 검거인원[명],1836.0
EXT,산지관리법 / 발생건수[건],1832.0
EXT,고용보험법 / 여자검거인원[명],1823.0
EXT,산지관리법 / 검거건수[건],1815.0
EXT,체포와 감금 / 검거인원[명],1815.0
EXT,대부업 등의 등록 및 금융이용자 보호에 관한법률 / 남자검거인원[명],1811.0
EXT,실화 / 검거인원[명],1799.0
EXT,업무상과실치사 / 남자검거인원[명],1796.0
EXT,마약류관리에 관한법률(대마) / 검거인원[명],1786.0
EXT,출입국관리법 / 남자검거인원[명],1786.0
EXT,폭행치상 / 검거인원[명],1785.0
EXT,공연음란 / 남자검거인원[명],1781.0
EXT,산업안전보건법 / 법인[개],1767.0
EXT,주민등록법 / 검거건수[건],1766.0
EXT,편의시설부정이용 / 남자검거인원[명],1765.0
EXT,건설산업기본법 / 검거인원[명],1753.0
EXT,공중위생관리법 / 발생건수[건],1743.0
EXT,마약류관리에 관한법률(대마) / 발생건수[건],1741.0
EXT,침입절도 / 남자검거인원[명],1713.0
EXT,공중위생관리법 / 검거건수[건],1705.0
EXT,과실치사상 / 남자검거인원[명],1705.0
EXT,건축법 / 남자검거인원[명],1704.0
EXT,산지관리법 / 남자검거인원[명],1690.0
EXT,실화 / 검거건수[건],1684.0
EXT,과실치상 / 남자검거인원[명],1679.0
EXT,공무원범죄 / 미상검거인원[명],1672.0
EXT,공인중개사법 / 발생건수[건],1669.0
EXT,성폭력 / 여자검거인원[명],1655.0
EXT,수산자원관리법 / 발생건수[건],1655.0
EXT,대부업 등의 등록 및 금융이용자 보호에 관한법률 / 발생건수[건],1654.0
EXT,강력범죄(폭력) / 미상검거인원[명],1652.0
EXT,수산자원관리법 / 검거건수[건],1649.0
EXT,사기 / 발생비[건/10만명],1646.0
EXT,공인중개사법 / 검거건수[건],1641.0
EXT,마약류관리에 관한법률(대마) / 검거건수[건],1634.0
EXT,감금 / 검거인원[명],1617.0
EXT,가정폭력범죄의 처벌등에 관한특례법 / 발생건수[건],1599.0
EXT,공직선거법 / 발생건수[건],1595.0
EXT,권리행사방해 / 여자검거인원[명],1595.0
EXT,공직선거법 / 남자검거인원[명],1583.0
EXT,의료법 / 여자검거인원[명],1577.0
EXT,위증과증거인멸 / 남자검거인원[명],1565.0
EXT,가정폭력범죄의 처벌등에 관한특례법 / 검거건수[건],1554.0
EXT,화물자동차 운수사업법 / 검거인원[명],1543.0
EXT,마약류관리에 관한법률(대마) / 남자검거인원[명],1521.0
EXT,폭행치상 / 발생건수[건],1476.0
EXT,유사수신행위의 규제에 관한법률 / 발생건수[건],1470.0
EXT,국토의계획 및 이용에 관한법률 / 검거인원[명],1468.0
EXT,상표법 / 남자검거인원[명],1461.0
EXT,재산범죄 / 발생비[건/10만명],1458.1
EXT,실화 / 남자검거인원[명],1451.0
EXT,정보통신망이용촉진 및 정보보호 등에 관한법률 / 미상검거인원[명],1448.0
EXT,폭행치상 / 검거건수[건],1446.0
EXT,교통방해 / 검거인원[명],1445.0
EXT,화물자동차 운수사업법 / 남자검거인원[명],1443.0
EXT,폭행치상 / 남자검거인원[명],1437.0
EXT,건설산업기본법 / 남자검거인원[명],1423.0
EXT,상표법 / 여자검거인원[명],1417.0
EXT,공직선거법 / 검거건수[건],1412.0
EXT,특가법(도주차량) / 여자검거인원[명],1394.0
EXT,도로법 / 법인[개],1382.0
EXT,인장 / 발생건수[건],1381.0
EXT,체포와 감금 / 남자검거인원[명],1363.0
EXT,사기 / 법인[개],1342.0
EXT,가정폭력범죄의 처벌등에 관한특례법 / 검거인원[명],1335.0
EXT,공유재산 및 물품관리법 / 발생건수[건],1333.0
EXT,공유재산 및 물품관리법 / 검거건수[건],1330.0
EXT,약사법 / 검거인원[명],1330.0
EXT,주민등록법 / 여자검거인원[명],1321.0
EXT,직무유기 / 검거인원[명],1314.0
EXT,화물자동차 운수사업법 / 발생건수[건],1307.0
EXT,교통방해 / 발생건수[건],1299.0
EXT,화물자동차 운수사업법 / 검거건수[건],1294.0
EXT,화재의예방및안전관리에관한법률/소방시설설치및관리에관한법률 / 검거인원[명],1283.0
EXT,강도 / 검거인원[명],1279.0
EXT,교통방해 / 검거건수[건],1270.0
EXT,특별법범 / 발생비[건/10만명],1237.6
EXT,"폭력행위등(손괴,강요,주거침입등) / 발생건수[건]",1221.0
EXT,감금 / 남자검거인원[명],1208.0
EXT,직무유기 / 발생건수[건],1203.0
EXT,업무상과실치사 / 발생건수[건],1191.0
EXT,가정폭력범죄의 처벌등에 관한특례법 / 남자검거인원[명],1181.0
EXT,인장 / 검거건수[건],1181.0
EXT,"폭력행위등(손괴,강요,주거침입등) / 검거건수[건]",1174.0
EXT,주민등록법 / 남자검거인원[명],1171.0
EXT,여신전문금융업법 / 검거인원[명],1167.0
EXT,농수산물의원산지표시등에관한법률 / 남자검거인원[명],1162.0
EXT,체포와 감금 / 발생건수[건],1155.0
EXT,개인정보보호법 / 여자검거인원[명],1151.0
EXT,교통방해 / 남자검거인원[명],1141.0
EXT,업무상과실치사상 / 여자검거인원[명],1140.0
EXT,과실치사상 / 여자검거인원[명],1138.0
EXT,선박안전법 / 발생건수[건],1131.0
EXT,선박안전법 / 검거건수[건],1130.0
EXT,국토의계획 및 이용에 관한법률 / 발생건수[건],1129.0
EXT,과실치상 / 여자검거인원[명],1126.0
EXT,업무상과실치사 / 검거건수[건],1124.0
EXT,국토의계획 및 이용에 관한법률 / 검거건수[건],1122.0
EXT,국토의계획 및 이용에 관한법률 / 남자검거인원[명],1114.0
EXT,공안을해하는죄 / 검거인원[명],1106.0
EXT,체포와 감금 / 검거건수[건],1096.0
EXT,강도 / 남자검거인원[명],1093.0
EXT,유사수신행위의 규제에 관한법률 / 남자검거인원[명],1092.0
EXT,기타특별법 / 미상검거인원[명],1075.0
EXT,대부업 등의 등록 및 금융이용자 보호에 관한법률 / 검거건수[건],1063.0
EXT,화재의예방및안전관리에관한법률/소방시설설치및관리에관한법률 / 발생건수[건],1049.0
EXT,화재의예방및안전관리에관한법률/소방시설설치및관리에관한법률 / 검거건수[건],1047.0
EXT,경범죄처벌법 / 여자검거인원[명],1046.0
EXT,직권남용 / 미상검거인원[명],1039.0
EXT,재산범죄 / 법인[개],1037.0
EXT,감금 / 발생건수[건],1034.0
EXT,공중밀집장소 추행 / 발생건수[건],1030.0
EXT,불법사용 / 검거인원[명],1029.0
EXT,공중위생관리법 / 여자검거인원[명],1023.0
EXT,유사수신행위의 규제에 관한법률 / 검거건수[건],1023.0
EXT,마약류관리에 관한법률(마약) / 여자검거인원[명],1021.0
EXT,보조금관리에 관한법률 / 검거인원[명],1013.0
EXT,방화 / 발생건수[건],1011.0
EXT,화재의예방및안전관리에관한법률/소방시설설치및관리에관한법률 / 남자검거인원[명],1004.0
EXT,게임산업진흥에 관한법률 / 여자검거인원[명],1003.0
EXT,감염병의 예방 및 관리에 관한법률 / 검거인원[명],998.0
EXT,도로교통법 / 여자검거인원[명],997.0
EXT,공인중개사법 / 여자검거인원[명],986.0
EXT,직권남용 / 검거건수[건],986.0
EXT,일반방화 / 발생건수[건],984.0
EXT,감금 / 검거건수[건],983.0
EXT,부정경쟁방지 및 영업비밀 보호에 관한법률 / 검거인원[명],983.0
EXT,대기환경보전법 / 법인[개],969.0
EXT,공갈 / 여자검거인원[명],965.0
EXT,불법사용 / 남자검거인원[명],964.0
EXT,약사법 / 발생건수[건],960.0
EXT,자본시장과 금융투자업에 관한법률 / 검거인원[명],955.0
EXT,방화 / 검거인원[명],948.0
EXT,"폭력행위등(손괴,강요,주거침입등) / 여자검거인원[명]",946.0
EXT,아동·청소년의 성보호에 관한법률(성매수등) / 검거인원[명],943.0
EXT,농수산물의원산지표시등에관한법률 / 여자검거인원[명],941.0
EXT,방화 / 검거건수[건],937.0
EXT,건설산업기본법 / 발생건수[건],929.0
EXT,건설산업기본법 / 검거건수[건],926.0
EXT,일반방화 / 검거인원[명],922.0
EXT,약사법 / 검거건수[건],914.0
EXT,일반방화 / 검거건수[건],911.0
EXT,공안을해하는죄 / 남자검거인원[명],900.0
EXT,불법사용 / 발생건수[건],898.0
EXT,아동·청소년의 성보호에 관한법률(성매수등) / 남자검거인원[명],894.0
EXT,여신전문금융업법 / 검거건수[건],894.0
EXT,절도 / 미상검거인원[명],891.0
EXT,도로교통법(사고후미조치) / 여자검거인원[명],880.0
EXT,컴퓨터등사용사기 / 여자검거인원[명],880.0
EXT,공중밀집장소 추행 / 검거건수[건],876.0
EXT,공중밀집장소 추행 / 검거인원[명],874.0
EXT,낚시관리 및 육성법 / 발생건수[건],868.0
EXT,범죄수익은닉의 규제 및 처벌등에 관한법률 / 검거인원[명],866.0
EXT,공중밀집장소 추행 / 남자검거인원[명],864.0
EXT,약사법 / 남자검거인원[명],861.0
EXT,촬영물등이용협박·강요 / 발생건수[건],853.0
EXT,마약류관리에 관한법률(마약) / 남자검거인원[명],845.0
EXT,살인 / 검거인원[명],843.0
EXT,근로자 퇴직급여 보장법 / 여자검거인원[명],831.0
EXT,성적목적의 장소침입 / 발생건수[건],826.0
EXT,업무상과실치상 / 여자검거인원[명],811.0
EXT,공중위생관리법 / 남자검거인원[명],808.0
EXT,낚시관리 및 육성법 / 검거건수[건],808.0
EXT,강도 / 발생건수[건],807.0
EXT,살인 / 발생건수[건],806.0
EXT,도시 및 주거환경정비법 / 검거인원[명],804.0
EXT,유사수신행위의 규제에 관한법률 / 여자검거인원[명],798.0
EXT,조세범처벌법 / 법인[개],795.0
EXT,직권남용 / 남자검거인원[명],794.0
EXT,강도 / 검거건수[건],792.0
EXT,살인 / 검거건수[건],781.0
EXT,방화 / 남자검거인원[명],779.0
EXT,수뢰 / 검거인원[명],779.0
EXT,자본시장과 금융투자업에 관한법률 / 남자검거인원[명],775.0
EXT,자본시장과 금융투자업에 관한법률 / 발생건수[건],772.0
EXT,범죄수익은닉의 규제 및 처벌등에 관한법률 / 남자검거인원[명],764.0
EXT,일반방화 / 남자검거인원[명],761.0
EXT,성적목적의 장소침입 / 검거인원[명],749.0
EXT,여신전문금융업법 / 남자검거인원[명],749.0
EXT,성적목적의 장소침입 / 검거건수[건],748.0
EXT,부동산실권리자 명의등기에 관한법률 / 검거인원[명],742.0
EXT,부정경쟁방지 및 영업비밀 보호에 관한법률 / 발생건수[건],740.0
EXT,불법사용 / 검거건수[건],740.0
EXT,부정경쟁방지 및 영업비밀 보호에 관한법률 / 남자검거인원[명],737.0
EXT,강제추행 / 여자검거인원[명],728.0
EXT,저작권법 / 법인[개],719.0
EXT,수산업법 / 검거인원[명],717.0
EXT,성적목적의 장소침입 / 남자검거인원[명],716.0
EXT,절도 / 발생비[건/10만명],709.6
EXT,수산업법 / 남자검거인원[명],704.0
EXT,손괴 / 미상검거인원[명],700.0
EXT,주택법 / 검거인원[명],698.0
EXT,장물 / 검거인원[명],697.0
EXT,범죄수익은닉의 규제 및 처벌등에 관한법률 / 발생건수[건],693.0
EXT,위조범죄 / 미상검거인원[명],682.0
EXT,집회및시위에 관한법률 / 검거인원[명],678.0
EXT,보조금관리에 관한법률 / 남자검거인원[명],670.0
EXT,아동·청소년의 성보호에 관한법률(성매수등) / 발생건수[건],668.0
EXT,직무유기 / 검거건수[건],667.0
EXT,범죄수익은닉의 규제 및 처벌등에 관한법률 / 검거건수[건],662.0
EXT,수뢰 / 남자검거인원[명],659.0
EXT,위증과증거인멸 / 여자검거인원[명],658.0
EXT,수산자원관리법 / 검거인원[명],655.0
EXT,문서 / 미상검거인원[명],654.0
EXT,살인 / 남자검거인원[명],650.0
EXT,부정경쟁방지 및 영업비밀 보호에 관한법률 / 검거건수[건],645.0
EXT,유기 / 검거인원[명],641.0
EXT,인장 / 검거인원[명],641.0
EXT,배임 / 미상검거인원[명],634.0
EXT,건축법 / 여자검거인원[명],630.0
EXT,가축분뇨의 관리 및 이용에 관한법률 / 검거인원[명],626.0
EXT,신용업무경매 / 미상검거인원[명],626.0
EXT,도주와범인은닉 / 검거인원[명],625.0
EXT,아동·청소년의 성보호에 관한법률(성매수등) / 검거건수[건],624.0
EXT,여객자동차 운수사업법 / 검거인원[명],618.0
EXT,직무유기 / 미상검거인원[명],617.0
EXT,관세법 / 검거인원[명],613.0
EXT,횡령 / 미상검거인원[명],613.0
EXT,"폭력행위등(단체등의구성, 활동) / 검거인원[명]",610.0
EXT,폐기물관리법 / 법인[개],608.0
EXT,수산자원관리법 / 남자검거인원[명],603.0
EXT,산림자원의 조성 및 관리에 관한법률 / 검거인원[명],601.0
EXT,공직선거법 / 여자검거인원[명],600.0
EXT,출입국관리법 / 여자검거인원[명],598.0
EXT,감염병의 예방 및 관리에 관한법률 / 남자검거인원[명],591.0
EXT,장물 / 남자검거인원[명],587.0
EXT,가축분뇨의 관리 및 이용에 관한법률 / 발생건수[건],585.0
EXT,촬영물등이용협박·강요 / 검거인원[명],576.0
EXT,총포·도검·화약류등의 안전관리에 관한법률 / 검거인원[명],575.0
EXT,가축분뇨의 관리 및 이용에 관한법률 / 검거건수[건],573.0
EXT,농지법 / 검거인원[명],567.0
EXT,도로법 / 미상검거인원[명],566.0
EXT,허위영상물편집·반포등 / 발생건수[건],565.0
EXT,물환경보전법 / 검거인원[명],564.0
EXT,외국환거래법 / 검거인원[명],564.0
EXT,도시 및 주거환경정비법 / 남자검거인원[명],560.0
EXT,산림자원의 조성 및 관리에 관한법률 / 발생건수[건],558.0
EXT,여객자동차 운수사업법 / 남자검거인원[명],556.0
EXT,"폭력행위등(단체등의구성, 활동) / 남자검거인원[명]",556.0
EXT,직무유기 / 남자검거인원[명],555.0
EXT,인장 / 남자검거인원[명],550.0
EXT,촬영물등이용협박·강요 / 검거건수[건],550.0
EXT,가축분뇨의 관리 및 이용에 관한법률 / 남자검거인원[명],549.0
EXT,"살인(미수, 예비, 음모, 방조) / 검거인원[명]",542.0
EXT,수뢰 / 발생건수[건],532.0
EXT,산림자원의 조성 및 관리에 관한법률 / 남자검거인원[명],523.0
EXT,"살인(미수, 예비, 음모, 방조) / 발생건수[건]",521.0
EXT,산림자원의 조성 및 관리에 관한법률 / 검거건수[건],519.0
EXT,"살인(미수, 예비, 음모, 방조) / 검거건수[건]",508.0
EXT,감염병의 예방 및 관리에 관한법률 / 발생건수[건],505.0
EXT,관세법 / 남자검거인원[명],505.0
EXT,총포·도검·화약류등의 안전관리에 관한법률 / 발생건수[건],500.0
EXT,물환경보전법 / 발생건수[건],499.0
EXT,촬영물등이용협박·강요 / 남자검거인원[명],498.0
EXT,총포·도검·화약류등의 안전관리에 관한법률 / 남자검거인원[명],497.0
EXT,노동조합 및 노동관계조정법 / 검거인원[명],495.0
EXT,물환경보전법 / 검거건수[건],493.0
EXT,물환경보전법 / 남자검거인원[명],489.0
EXT,통화 / 발생건수[건],489.0
EXT,유기 / 검거건수[건],485.0
EXT,감염병의 예방 및 관리에 관한법률 / 검거건수[건],484.0
EXT,조세범처벌법 / 여자검거인원[명],483.0
EXT,외국환거래법 / 발생건수[건],477.0
EXT,협박 / 미상검거인원[명],476.0
EXT,부정수표단속법 / 발생건수[건],473.0
EXT,화학물질관리법 / 검거인원[명],473.0
EXT,자본시장과 금융투자업에 관한법률 / 검거건수[건],471.0
EXT,주택법 / 발생건수[건],471.0
