mapping_version,source,year_from,year_to,category_raw,category_std,confidence,notes
v1,NPA,2005,2023,형법범 / 강력범죄(폭력) / 협박,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,조세범처벌법,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,형법범 / 기타형법범죄 / 권리행사방해,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,형법범 / 재산범죄 / 장물,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,도로교통법(음주측정거부),OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,위증과증거인멸,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,특별법범 / 사행행위등규제및처벌특례법 / 소계,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,선박직원법,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,형법범 / 기타형법범죄 / 위증과증거인멸,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,특별법범 / 도로교통법（음주측정거부） / 소계,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,의료법,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,여신전문금융업법,FRAUD_FIN,HIGH,AUTO_FROM_RAW
v1,NPA,2005,2023,과실치사상,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,과실치상,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,농수산물의 원산지표시에관한법률,SMUGGLING,HIGH,AUTO_FROM_RAW
v1,NPA,2005,2023,공연음란,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,특별법범 / 여신전문금융업법 / 소계,FRAUD_FIN,HIGH,AUTO_FROM_RAW
v1,NPA,2005,2023,특별법범 / 산업안전보건법 / 소계,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,산지관리법,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,형법범 / 과실범죄 / 업무상과실치사상,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,대기환경보전법,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,업무상과실치상,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,실화,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,출입국관리법,IMMIGRATION,HIGH,AUTO_FROM_RAW
v1,NPA,2005,2023,특별법범 / 외국환거래법 / 소계,SMUGGLING,HIGH,AUTO_FROM_RAW
v1,NPA,2005,2023,스토킹범죄의처벌등에관한법률,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,고용보험법,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,주민등록법,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,화물자동차 운수사업법,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,감염병의 예방 및 관리에 관한법률,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,형법범 / 풍속범죄 / 간통,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,폐기물관리법,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,보험사기방지특별법,FRAUD_FIN,HIGH,AUTO_FROM_RAW
v1,NPA,2005,2023,특별법범 / 대기환경보전법 / 소계,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,형법범 / 과실범죄 / 실화,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,특별법범 / 폐기물관리법 / 소계,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,수산자원관리법,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,특별법범 / 주민등록법 / 소계,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,특별법범 / 약사법 / 소계,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,특별법범 / 출입국관리법 / 소계,IMMIGRATION,HIGH,AUTO_FROM_RAW
v1,NPA,2005,2023,부정수표단속법,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,특별법범 / 의료법 / 소계,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,개인정보보호법,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,선박안전법,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,공중위생관리법,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,형법범 / 공무원범죄 / 소계,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,특별법범 / 수산자원보호령 / 소계,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,특별법범 / 대부업등의등록및금융이용자보호에관한법률 / 소계,FRAUD_FIN,HIGH,AUTO_FROM_RAW
v1,NPA,2005,2023,강도,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,특별법범 / 개발제한구역의지정및관리에관한특별조치법 / 소계,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,마약류관리에 관한법률(마약),DRUG,HIGH,AUTO_FROM_RAW
v1,NPA,2005,2023,형법범 / 강력범죄(흉악) / 방화,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,폭행치상,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,장물,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,교통방해,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,직권남용,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,공중밀집장소 추행,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,체포와 감금,TRAFFICKING,HIGH,AUTO_FROM_RAW
v1,NPA,2005,2023,전기통신금융사기피해금환급에관한특별법,CYBER,HIGH,AUTO_FROM_RAW
v1,NPA,2005,2023,약사법,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,마약류관리에 관한법률(대마),DRUG,HIGH,AUTO_FROM_RAW
v1,NPA,2005,2023,방화,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,국토의계획 및 이용에 관한법률,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,건설산업기본법,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,일반방화,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,직무유기,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,감금,TRAFFICKING,HIGH,AUTO_FROM_RAW
v1,NPA,2005,2023,특별법범 / 선박직원법 / 소계,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,통화,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,"폭력행위등(손괴,강요,주거침입등)",OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,특별법범 / 유선및도선사업법 / 소계,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,공직선거법,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,대부업 등의 등록 및 금융이용자 보호에 관한법률,FRAUD_FIN,HIGH,AUTO_FROM_RAW
v1,NPA,2005,2023,특별법범 / 아동・청소년의성보호에관한법률 / 소계,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,업무상과실치사,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,공인중개사법,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,특별법범 / 수산자원관리법 / 소계,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,형법범 / 과실범죄 / 과실치사상,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,형법범 / 위조범죄 / 유가증권·인지·우표,FRAUD_FIN,HIGH,AUTO_FROM_RAW
v1,NPA,2005,2023,특별법범 / 건설기계관리법 / 소계,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,특별법범 / 농산물품질관리법 / 소계,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,여객자동차 운수사업법,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,특별법범 / 직업안정법 / 소계,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,특별법범 / 컴퓨터프로그램보호법 / 소계,CYBER,HIGH,AUTO_FROM_RAW
v1,NPA,2005,2023,물환경보전법,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,특별법범 / 공직선거법 / 소계,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,형법범 / 기타형법범죄 / 교통방해,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,특별법범 / 여객자동차운수사업법 / 소계,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,형법범 / 강력범죄(폭력) / 폭력행위등（단체등의구성．활동）,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,형법범 / 강력범죄(흉악) / 살인,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,농지법,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,편의시설부정이용,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,가축분뇨의 관리 및 이용에 관한법률,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,축산물위생관리법,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,석유 및 석유대체연료 사업법,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,살인,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,낚시관리 및 육성법,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,산림자원의 조성 및 관리에 관한법률,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,특별법범 / 농지법 / 소계,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,보조금관리에 관한법률,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,전파법,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,개발제한구역의 지정 및 관리에 관한 특별조치법,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,유사수신행위의 규제에 관한법률,FRAUD_FIN,HIGH,AUTO_FROM_RAW
v1,NPA,2005,2023,외국환거래법,SMUGGLING,HIGH,AUTO_FROM_RAW
v1,NPA,2005,2023,인장,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,아동·청소년의성보호에관한법률(성착취물등),TRAFFICKING,HIGH,AUTO_FROM_RAW
v1,NPA,2005,2023,특별법범 / 유해화학물질관리법 / 소계,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,특별법범 / 관세법 / 소계,SMUGGLING,HIGH,AUTO_FROM_RAW
v1,NPA,2005,2023,특별법범 / 청소년의성보호에관한법률 / 소계,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,특별법범 / 개항질서법 / 소계,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,특별법범 / 옥외광고물등관리법 / 소계,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,특별법범 / 마약류관리에관한법률（마약） / 소계,DRUG,HIGH,AUTO_FROM_RAW
v1,NPA,2005,2023,관세법,SMUGGLING,HIGH,AUTO_FROM_RAW
v1,NPA,2005,2023,특별법범 / 화재보험법 / 소계,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,불법사용,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,화학물질관리법,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,최저임금법,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,변호사법,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,국민체육진흥법,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,형법범 / 강력범죄(폭력) / 체포와감금,TRAFFICKING,HIGH,AUTO_FROM_RAW
v1,NPA,2005,2023,특별법범 / 마약류관리에관한법률（대마） / 소계,DRUG,HIGH,AUTO_FROM_RAW
v1,NPA,2005,2023,위험물안전관리법,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,성적목적의 장소침입,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,가정폭력범죄의 처벌등에 관한특례법,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,특별법범 / 공중위생관리법 / 소계,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,수뢰,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,형법범 / 위조범죄 / 인장,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,형법범 / 풍속범죄 / 기타음란행위,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,부정경쟁방지 및 영업비밀 보호에 관한법률,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,주택법,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,공유재산 및 물품관리법,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,특별법범 / 산림자원의조성및관리에관한법률 / 소계,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,노동조합 및 노동관계조정법,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,"살인(미수, 예비, 음모, 방조)",OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,유기,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,직업안정법,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,건설기계관리법,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,학원의 설립운영 및 과외교습에 관한법률,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,특별법범 / 집회및시위에관한법률 / 소계,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,사행행위 등 규제 및 처벌특례법,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,형법범 / 공무원범죄 / 직무유기,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,특별법범 / 공유수면관리법 / 소계,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,특별법범 / 변호사법 / 소계,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,강간등치상,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,옥외광고물등의 관리와 옥외광고산업진흥에 관한법률,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,특별법범 / 해양오염방지법 / 소계,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,특별법범 / 항만운송사업법 / 소계,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,특별법범 / 전파법 / 소계,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,부동산실권리자 명의등기에 관한법률,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,특별법범 / 유사수신행위의규제에관한법률 / 소계,FRAUD_FIN,HIGH,AUTO_FROM_RAW
v1,NPA,2005,2023,배임수재,FRAUD_FIN,HIGH,AUTO_FROM_RAW
v1,NPA,2005,2023,특별법범 / 선박안전법 / 소계,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,도시 및 주거환경정비법,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,형법범 / 공무원범죄 / 수뢰,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,특별법범 / 수질환경보전법 / 소계,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,"아동,청소년의 성보호에 관한법률(음란물등)",OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,도주와범인은닉,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,아동·청소년의 성보호에 관한법률(성매수등),OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,하천법,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,범죄수익은닉의 규제 및 처벌등에 관한법률,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,특별법범 / 부정경쟁방지및영업비밀보호에관한법률 / 소계,OTHER,LOW,AUTO_FROM_RAW
v1,NPA,2005,2023,특별법범 / 학교보건법 / 소계,OTHER,LOW,AUTO_FROM_RAW
