mapping_version,source,year_from,year_to,category_raw,category_std,confidence,notes
v1,NPA,2005,2023,성매매알선 등 행위의 처벌에 관한법률 / 여자검거인원[명],TRAFFICKING,HIGH,AUTO_DRAFT
v1,NPA,2005,2023,아동복지법 / 발생건수[건],OTHER,LOW,AUTO_DRAFT
v1,NPA,2005,2023,경범죄처벌법 / 검거건수[건],OTHER,LOW,AUTO_DRAFT
v1,NPA,2005,2023,아동복지법 / 검거건수[건],OTHER,LOW,AUTO_DRAFT
v1,NPA,2005,2023,마약류관리에 관한법률(향정) / 남자검거인원[명],DRUG,HIGH,AUTO_DRAFT
v1,NPA,2005,2023,보험사기방지특별법 / 검거인원[명],FRAUD_FIN,HIGH,AUTO_DRAFT
v1,NPA,2005,2023,게임산업진흥에 관한법률 / 남자검거인원[명],OTHER,LOW,AUTO_DRAFT
v1,NPA,2005,2023,카메라등 이용촬영 / 발생건수[건],OTHER,LOW,AUTO_DRAFT
v1,NPA,2005,2023,침입절도 / 발생건수[건],OTHER,LOW,AUTO_DRAFT
v1,NPA,2005,2023,산업안전보건법 / 검거인원[명],OTHER,LOW,AUTO_DRAFT
v1,NPA,2005,2023,예비군법 / 검거건수[건],OTHER,LOW,AUTO_DRAFT
v1,NPA,2005,2023,공무원범죄 / 검거인원[명],OTHER,LOW,AUTO_DRAFT
v1,NPA,2005,2023,공갈 / 발생건수[건],OTHER,LOW,AUTO_DRAFT
v1,NPA,2005,2023,예비군법 / 검거인원[명],OTHER,LOW,AUTO_DRAFT
v1,NPA,2005,2023,예비군법 / 남자검거인원[명],OTHER,LOW,AUTO_DRAFT
v1,NPA,2005,2023,배임,OTHER,LOW,AUTO_DRAFT
v1,NPA,2005,2023,강간 / 검거인원[명],OTHER,LOW,AUTO_DRAFT
v1,NPA,2005,2023,경범죄처벌법 / 남자검거인원[명],OTHER,LOW,AUTO_DRAFT
v1,NPA,2005,2023,강간 / 남자검거인원[명],OTHER,LOW,AUTO_DRAFT
v1,NPA,2005,2023,전자금융거래법 / 여자검거인원[명],FRAUD_FIN,HIGH,AUTO_DRAFT
v1,NPA,2005,2023,공갈 / 검거인원[명],OTHER,LOW,AUTO_DRAFT
v1,NPA,2005,2023,카메라등 이용촬영 / 검거건수[건],OTHER,LOW,AUTO_DRAFT
v1,NPA,2005,2023,재산범죄 / 미상검거인원[명],OTHER,LOW,AUTO_DRAFT
v1,NPA,2005,2023,산업안전보건법 / 남자검거인원[명],OTHER,LOW,AUTO_DRAFT
v1,NPA,2005,2023,식품위생법 / 여자검거인원[명],OTHER,LOW,AUTO_DRAFT
v1,NPA,2005,2023,업무상과실치사상 / 검거인원[명],OTHER,LOW,AUTO_DRAFT
v1,NPA,2005,2023,무고 / 발생건수[건],OTHER,LOW,AUTO_DRAFT
